Ore Name,ItemStack,Item ID,Display Name,Wildcard
dustDuralumin,1xitem.alloysdust@8,industrialupgrade:alloysdust,硬铝合金粉,false
dustElectricalSteel,1xitem.dustUnknown@74,bcadditions:dust,能量粉,false
dustElectrotine,1xitem.item.modingots@22,RotaryCraft:rotarycraft_item_modingots,Nikolite Dust,false
dustElectrum,1xitem.thermalfoundation.material@39,ThermalFoundation:material,琥珀金粉,false
dustElectrum,1xitem.ImmersiveEngineering.metal@16,ImmersiveEngineering:metal,琥珀金粉,false
dustElectrum,1xitem.metal.item.precious.dust@4,Metallurgy:precious.dust,琥珀金粉,false
dustElectrum,1xitem.itemDusts@1283,clayium:itemDusts,琥珀金粉,false
dustElectrum,1xitem.dust@13,industrialupgrade:iudust,琥珀金粉,false
dustElectrum,1xitem.dustUnknown@44,bcadditions:dust,能量粉,false
dustElnTungsten,1xitem.sharedItem@6,Eln:Eln.sharedItem,钨粉,false
dustEmerald,1xitem.powder_emerald@0,hbm:item.powder_emerald,绿宝石粉,false
dustEmerald,1xitem.dustUnknown@55,bcadditions:dust,能量粉,false
dustEnderPearl,1xitem.itemPowderIngot@5,EnderIO:itemPowderIngot,末影珍珠粉,false
dustEnderPearl,1xitem.dustUnknown@59,bcadditions:dust,能量粉,false
dustEnderium,1xitem.thermalfoundation.material@44,ThermalFoundation:material,末影粉,false
dustEnderiumBase,1xitem.dustUnknown@72,bcadditions:dust,能量粉,false
dustEnergeticAlloy,1xitem.dustUnknown@75,bcadditions:dust,能量粉,false
dustEnergizedClay,1xitem.itemDusts@768,clayium:itemDusts,充能粘土粉,false
dustEuphemium,1xitem.powder_euphemium@0,hbm:item.powder_euphemium,Ep粉,false
dustExcitedClay,1xitem.itemDusts@770,clayium:itemDusts,活性粘土粉,false
dustEximite,1xitem.metal.item.ender.dust@0,Metallurgy:ender.dust,虚空石粉,false
dustEximite,1xitem.dustUnknown@10,bcadditions:dust,能量粉,false
dustFading,1xitem.essentialcraft:genItem@46,essentialcraft:genItem,黯淡水晶粉,false
dustFerromanganese,1xitem.alloysdust@9,industrialupgrade:alloysdust,锰铁合金粉,false
dustFlour,1xitem.Flour@0,FoodPlus:flour,面粉,false
dustFluix,1xitem.appliedenergistics2.ItemMaterial@8,appliedenergistics2:item.ItemMultiMaterial,福鲁伊克斯粉,false
dustFluorite,1xitem.fluorite@0,hbm:item.fluorite,萤石晶体.name,false
dustFzDarkIron,1xitem.aobd.dustFzDarkIron@0,aobd:dustFzDarkIron,玄铁粉,false
dustFzDarkIron,1xitem.dustUnknown@82,bcadditions:dust,能量粉,false
dustGalena,1xitem.dust@23,Magneticraft:item.dust,铅粉,false
dustGalena,1xitem.item.modingots@5,RotaryCraft:rotarycraft_item_modingots,Galena Dust,false
dustGelatinPowder,1xitem.GelatinPowder@0,FoodPlus:gelatin_powder,明胶,false
dustGermanium,1xitem.dust@18,industrialupgrade:iudust,锗粉,false
dustGildedRedMetal,1xitem.dustUnknown@83,bcadditions:dust,能量粉,false
dustGlass,1xitem.defeatedcrow.extraItems@5,DCsAppleMilk:defeatedcrow.condensedMilk,玻璃碎片,false
dustGlowstone,1xitem.yellowDust@0,minecraft:glowstone_dust,萤石粉,false
dustGold,1xitem.dust@2,libVulpes:libVulpesproductdust,金 粉,false
dustGold,1xitem.defeatedcrow.oreDust@5,DCsAppleMilk:defeatedcrow.oreDust,金粉,false
dustGold,1xic2.itemDust@4,IC2:itemDust,金粉,false
dustGold,1xitem.thermalfoundation.material@1,ThermalFoundation:material,金粉,false
dustGold,1xitem.ImmersiveEngineering.metal@9,ImmersiveEngineering:metal,金粉,false
dustGold,1xitem.metal.item.vanilla.dust@0,Metallurgy:vanilla.dust,金粉,false
dustGold,1xitem.itemDusts@79,clayium:itemDusts,金粉,false
dustGold,1xitem.sharedItem@7,Eln:Eln.sharedItem,金粉,false
dustGold,1xitem.dust@1,Magneticraft:item.dust,金粉,false
dustGold,1xitem.itemPowderIngot@2,EnderIO:itemPowderIngot,金粉,false
dustGold,1xitem.null@1,Mekanism:Dust,金粉,false
dustGold,1xitem.powder_gold@0,hbm:item.powder_gold,金粉,false
dustGold,1xitem.dustUnknown@2,bcadditions:dust,能量粉,false
dustGold198,1xitem.powder_au198@0,hbm:item.powder_au198,金-198粉,false
dustGraphite,1xitem.ingot@6,BigReactors:BRIngot,石墨粉,false
dustGraphite,1xitem.dustUnknown@85,bcadditions:dust,能量粉,false
dustGunpowder,1xitem.sulphur@0,minecraft:gunpowder,火药,false
dustHOPGraphite,1xitem.ImmersiveEngineering.metal@19,ImmersiveEngineering:metal,HOP石墨粉,false
dustHaderoth,1xitem.metal.item.fantasy.dust@10,Metallurgy:fantasy.dust,幻铜粉,false
dustHaderoth,1xitem.dustUnknown@23,bcadditions:dust,能量粉,false
dustHafnium,1xitem.itemDusts@72,clayium:itemDusts,铪粉,false
dustHepatizon,1xitem.metal.item.base.dust@4,Metallurgy:base.dust,魂晶粉,false
dustHepatizon,1xitem.dustUnknown@6,bcadditions:dust,能量粉,false
dustHydratedCoal,1xic2.itemDust@8,IC2:itemDust,湿润煤粉,false
dustI131,1xitem.powder_i131@0,hbm:item.powder_i131,碘-131粉,false
dustIgnatius,1xitem.metal.item.nether.dust@0,Metallurgy:nether.dust,伊格内休斯粉,false
dustIgnatius,1xitem.dustUnknown@29,bcadditions:dust,能量粉,false
dustImpureSilicon,1xitem.itemDusts@142,clayium:itemDusts,不纯硅粉,false
dustIndium,1xitem.aobd.dustIndium@0,aobd:dustIndium,Indium粉,false
dustIndustrialClay,1xitem.itemDusts@515,clayium:itemDusts,工业粘土粉,false
dustInfuscolium,1xitem.metal.item.fantasy.dust@2,Metallurgy:fantasy.dust,魔金粉,false
dustInfuscolium,1xitem.dustUnknown@15,bcadditions:dust,能量粉,false
dustInolashite,1xitem.metal.item.nether.dust@11,Metallurgy:nether.dust,暗影秘银蓝金粉,false
dustInolashite,1xitem.dustUnknown@40,bcadditions:dust,能量粉,false
dustInvar,1xitem.thermalfoundation.material@40,ThermalFoundation:material,因瓦合金粉,false
dustInvar,1xitem.itemDusts@1284,clayium:itemDusts,因瓦合金粉,false
dustInvar,1xitem.dust@4,industrialupgrade:iudust,殷钢粉,false
dustInvar,1xitem.dustUnknown@69,bcadditions:dust,能量粉,false
dustIodine,1xitem.powder_iodine@0,hbm:item.powder_iodine,碘粉,false
dustIodine131,1xitem.powder_i131@0,hbm:item.powder_i131,碘-131粉,false
dustIridium,1xitem.dust@10,libVulpes:libVulpesproductdust,铱 粉,false
dustIridium,1xitem.dust@17,industrialupgrade:iudust,铱粉,false
dustIridium,1xitem.dust@21,Magneticraft:item.dust,铱粉,false
dustIron,1xitem.dust@1,libVulpes:libVulpesproductdust,铁 粉,false
dustIron,1xitem.defeatedcrow.oreDust@0,DCsAppleMilk:defeatedcrow.oreDust,铁粉,false
dustIron,1xic2.itemDust@5,IC2:itemDust,铁粉,false
dustIron,1xitem.thermalfoundation.material@0,ThermalFoundation:material,铁粉,false
dustIron,1xitem.ImmersiveEngineering.metal@8,ImmersiveEngineering:metal,铁粉,false
dustIron,1xitem.metal.item.vanilla.dust@1,Metallurgy:vanilla.dust,铁粉,false
dustIron,1xitem.itemDusts@26,clayium:itemDusts,铁粉,false
dustIron,1xitem.sharedItem@578,Eln:Eln.sharedItem,铁粉,false
dustIron,1xitem.dust@0,Magneticraft:item.dust,铁粉,false
dustIron,1xitem.itemPowderIngot@1,EnderIO:itemPowderIngot,铁粉,false
dustIron,1xitem.null@0,Mekanism:Dust,铁粉,false
dustIron,1xitem.powder_iron@0,hbm:item.powder_iron,铁粉,false
dustIron,1xitem.dustUnknown@1,bcadditions:dust,能量粉,false
dustKalendrite,1xitem.metal.item.nether.dust@7,Metallurgy:nether.dust,幽冥魂石粉,false
dustKalendrite,1xitem.dustUnknown@36,bcadditions:dust,能量粉,false
dustLanthanum,1xitem.powder_lanthanium@0,hbm:item.powder_lanthanium,镧粉,false
dustLapis,1xic2.itemDust@12,IC2:itemDust,青金石粉,false
dustLapis,1xitem.itemDusts@1824,clayium:itemDusts,青金石粉,false
dustLapis,1xitem.sharedItem@579,Eln:Eln.sharedItem,Lapis Dust,false
dustLapis,1xitem.item.crafting@0,ElectriCraft:electricraft_item_crafting,青金石粉,false
dustLapis,1xitem.powder_lapis@0,hbm:item.powder_lapis,青金石粉,false
dustLead,1xitem.defeatedcrow.oreDust@4,DCsAppleMilk:defeatedcrow.oreDust,铅粉,false
dustLead,1xic2.itemDust@10,IC2:itemDust,铅粉,false
dustLead,1xitem.thermalfoundation.material@35,ThermalFoundation:material,铅粉,false
dustLead,1xitem.ImmersiveEngineering.metal@12,ImmersiveEngineering:metal,铅粉,false
dustLead,1xitem.itemDusts@82,clayium:itemDusts,铅粉,false
dustLead,1xitem.sharedItem@5,Eln:Eln.sharedItem,铅粉,false
dustLead,1xitem.dust@5,Magneticraft:item.dust,铅粉,false
dustLead,1xitem.null@6,Mekanism:Dust,铅粉,false
dustLead,1xitem.powder_lead@0,hbm:item.powder_lead,铅粉,false
dustLead,1xitem.dustUnknown@50,bcadditions:dust,能量粉,false
dustLemurite,1xitem.metal.item.nether.dust@2,Metallurgy:nether.dust,利莫利亚粉,false
dustLemurite,1xitem.dustUnknown@31,bcadditions:dust,能量粉,false
dustLignite,1xitem.powder_lignite@0,hbm:item.powder_lignite,褐煤粉,false
dustLithium,1xic2.itemDust@14,IC2:itemDust,锂粉,false
dustLithium,1xitem.itemDusts@3,clayium:itemDusts,锂粉,false
dustLithium,1xitem.dust@20,Magneticraft:item.dust,锂粉,false
dustLithium,1xitem.null@4,Mekanism:OtherDust,锂粉,false
dustLithium,1xitem.powder_lithium@0,hbm:item.powder_lithium,锂粉,false
dustLudicrite,1xitem.ingot@9,BigReactors:BRIngot,纯镥粉,false
dustLudicrite,1xitem.dustUnknown@88,bcadditions:dust,能量粉,false
dustLumium,1xitem.thermalfoundation.material@43,ThermalFoundation:material,流明粉,false
dustLumium,1xitem.dustUnknown@71,bcadditions:dust,能量粉,false
dustMagic,1xitem.essentialcraft:genItem@3,essentialcraft:genItem,魔力精华,false
dustMagnesium,1xitem.metal.item.utility.item@3,Metallurgy:utility.item,镁,false
dustMagnesium,1xitem.itemDusts@12,clayium:itemDusts,镁粉,false
dustMagnesium,1xitem.dust@7,industrialupgrade:iudust,镁粉,false
dustMagnetizedTungsten,1xitem.powder_magnetized_tungsten@0,hbm:item.powder_magnetized_tungsten,磁化钨粉,false
dustManganese,1xitem.metal.item.base.dust@2,Metallurgy:base.dust,锰粉,false
dustManganese,1xitem.itemDusts@25,clayium:itemDusts,锰粉,false
dustManganese,1xitem.dust@16,industrialupgrade:iudust,锰粉,false
dustManganese,1xitem.dust@22,Magneticraft:item.dust,锰粉,false
dustManganese,1xitem.dustUnknown@5,bcadditions:dust,能量粉,false
dustMeutoite,1xitem.metal.item.ender.dust@1,Metallurgy:ender.dust,龙魂石粉,false
dustMeutoite,1xitem.dustUnknown@11,bcadditions:dust,能量粉,false
dustMidasium,1xitem.metal.item.nether.dust@3,Metallurgy:nether.dust,溶火金粉,false
dustMidasium,1xitem.dustUnknown@32,bcadditions:dust,能量粉,false
dustMikhail,1xitem.dust@0,industrialupgrade:iudust,Michalov粉,false
dustMingrade,1xitem.powder_red_copper@0,hbm:item.powder_red_copper,紫铜粉,false
dustMithril,1xitem.thermalfoundation.material@38,ThermalFoundation:material,蕴魔秘银粉,false
dustMithril,1xitem.metal.item.fantasy.dust@7,Metallurgy:fantasy.dust,秘银粉,false
dustMithril,1xitem.dust@19,Magneticraft:item.dust,秘银粉,false
dustMithril,1xitem.dustUnknown@20,bcadditions:dust,能量粉,false
dustMithriline,1xitem.essentialcraft:genItem@51,essentialcraft:genItem,米斯莱粉末,false
dustMuntsa,1xitem.alloysdust@3,industrialupgrade:alloysdust,蒙兹金属粉,false
dustNeodymium,1xitem.powder_neodymium@0,hbm:item.powder_neodymium,钕粉,false
dustNeptunium,1xitem.powder_neptunium@0,hbm:item.powder_neptunium,镎粉,false
dustNeptunium237,1xitem.powder_neptunium@0,hbm:item.powder_neptunium,镎粉,false
dustNetherQuartz,1xitem.appliedenergistics2.ItemMaterial@3,appliedenergistics2:item.ItemMultiMaterial,下界石英粉,false
dustNetherQuartz,1xitem.item.crafting@2,ElectriCraft:electricraft_item_crafting,石英粉,false
dustNetherQuartz,1xitem.powder_quartz@0,hbm:item.powder_quartz,石英粉,false
dustNetherQuartz,1xitem.dustUnknown@60,bcadditions:dust,能量粉,false
dustNetherrack,1xitem.item.powder@0,RotaryCraft:rotarycraft_item_powders,下届石粉,false
dustNichrome,1xitem.alloysdust@4,industrialupgrade:alloysdust,镍铬合金粉,false
dustNickel,1xitem.defeatedcrow.oreDust@6,DCsAppleMilk:defeatedcrow.oreDust,镍粉,false
dustNickel,1xitem.thermalfoundation.material@36,ThermalFoundation:material,镍粉,false
dustNickel,1xitem.ImmersiveEngineering.metal@14,ImmersiveEngineering:metal,镍粉,false
dustNickel,1xitem.itemDusts@28,clayium:itemDusts,镍粉,false
dustNickel,1xitem.dust@8,industrialupgrade:iudust,镍粉,false
dustNickel,1xitem.dust@9,Magneticraft:item.dust,镍粉,false
dustNickel,1xitem.dustUnknown@51,bcadditions:dust,能量粉,false
dustNikolite,1xitem.item.modingots@40,RotaryCraft:rotarycraft_item_modingots,Nether Nikolite Dust,false
dustNiobium,1xitem.powder_niobium@0,hbm:item.powder_niobium,铌粉,false
dustNp237,1xitem.powder_neptunium@0,hbm:item.powder_neptunium,镎粉,false
dustObsidian,1xic2.itemDust@11,IC2:itemDust,黑曜石粉,false
dustObsidian,1xitem.railcraft.dust@0,Railcraft:dust,黑曜石粉,false
dustObsidian,1xitem.thermalfoundation.material@4,ThermalFoundation:material,黑曜石粉,false
dustObsidian,1xitem.dustObsidian@0,Magneticraft:item.dustObsidian,黑曜石粉,false
dustObsidian,1xitem.itemPowderIngot@7,EnderIO:itemPowderIngot,黑曜石粉,false
dustObsidian,1xitem.null@6,Mekanism:OtherDust,黑曜石粉,false
dustObsidian,1xitem.dustUnknown@58,bcadditions:dust,能量粉,false
dustOctuplePureAntimatter,1xitem.itemDusts@809,clayium:itemDusts,八重高纯反物质粉,false
dustOilCake,1xitem.defeatedcrow.dustWood@3,DCsAppleMilk:defeatedcrow.dustWood,油渣,false
dustOrganicClay,1xitem.itemDusts@771,clayium:itemDusts,有机粘土,false
dustOrichalcum,1xitem.metal.item.fantasy.dust@11,Metallurgy:fantasy.dust,奥利哈尔钢粉,false
dustOrichalcum,1xitem.dustUnknown@24,bcadditions:dust,能量粉,false
dustOsmium,1xitem.dust@16,Magneticraft:item.dust,锇粉,false
dustOsmium,1xitem.null@2,Mekanism:Dust,锇粉,false
dustOsmium,1xitem.dustUnknown@62,bcadditions:dust,能量粉,false
dustOureclase,1xitem.metal.item.fantasy.dust@4,Metallurgy:fantasy.dust,地晶粉,false
dustOureclase,1xitem.dustUnknown@17,bcadditions:dust,能量粉,false
dustPetrotheum,1xitem.thermalfoundation.material@515,ThermalFoundation:material,地岩之尘,false
dustPhasedGold,1xitem.dustUnknown@76,bcadditions:dust,能量粉,false
dustPhasedIron,1xitem.dustUnknown@79,bcadditions:dust,能量粉,false
dustPhosphorus,1xitem.metal.item.utility.item@1,Metallurgy:utility.item,磷,false
dustPhosphorus,1xitem.itemDusts@15,clayium:itemDusts,磷粉,false
dustPigIron,1xitem.dustUnknown@68,bcadditions:dust,能量粉,false
dustPlastic,1xitem.mfr.plastic.raw@0,MineFactoryReloaded:plastic.raw,生塑料,false
dustPlatinum,1xitem.defeatedcrow.oreDust@7,DCsAppleMilk:defeatedcrow.oreDust,铂粉,false
dustPlatinum,1xitem.thermalfoundation.material@37,ThermalFoundation:material,铂粉,false
dustPlatinum,1xitem.metal.item.precious.dust@2,Metallurgy:precious.dust,铂粉,false
dustPlatinum,1xitem.dust@9,industrialupgrade:iudust,铂粉,false
dustPlatinum,1xitem.dust@14,Magneticraft:item.dust,铂粉,false
dustPlatinum,1xitem.dustUnknown@52,bcadditions:dust,能量粉,false
dustPlutonium,1xitem.ingot@7,BigReactors:BRIngot,蓝钚粉,false
dustPlutonium,1xitem.powder_plutonium@0,hbm:item.powder_plutonium,钚粉,false
dustPo210,1xitem.powder_polonium@0,hbm:item.powder_polonium,钋粉,false
dustPolonium,1xitem.powder_polonium@0,hbm:item.powder_polonium,钋粉,false
dustPolonium210,1xitem.powder_polonium@0,hbm:item.powder_polonium,钋粉,false
dustPolymer,1xitem.powder_polymer@0,hbm:item.powder_polymer,聚合物粉,false
dustPotash,1xitem.metal.item.utility.item@5,Metallurgy:utility.item,碳酸钾,false
dustPotassium,1xitem.itemDusts@19,clayium:itemDusts,钾粉,false
dustPrometheum,1xitem.metal.item.fantasy.dust@0,Metallurgy:fantasy.dust,幻金粉,false
dustPrometheum,1xitem.dustUnknown@13,bcadditions:dust,能量粉,false
dustPureAntimatter,1xitem.itemDusts@801,clayium:itemDusts,高纯反物质粉,false
dustPyrite,1xitem.item.modingots@55,RotaryCraft:rotarycraft_item_modingots,Pyrite Dust,false
dustPyrotheum,1xitem.thermalfoundation.material@512,ThermalFoundation:material,炽焱之尘,false
dustPyrotheum,1xitem.dustUnknown@89,bcadditions:dust,能量粉,false
dustQuantum,1xitem.item.modingots@69,RotaryCraft:rotarycraft_item_modingots,Quantum Dust,false
dustQuartz,1xitem.ImmersiveEngineering.metal@18,ImmersiveEngineering:metal,下界石英粉,false
dustQuartz,1xitem.itemDusts@1027,clayium:itemDusts,石英粉,false
dustQuartz,1xitem.dustQuartz@0,Magneticraft:item.dustQuartz,石英粉,false
dustQuicklime,1xitem.RawMaterials@4,ReactorCraft:reactorcraft_item_raw,生石灰,false
dustQuicksilver,1xitem.metal.item.fantasy.dust@9,Metallurgy:fantasy.dust,银钻粉,false
dustQuicksilver,1xitem.dustUnknown@22,bcadditions:dust,能量粉,false
dustRa226,1xitem.powder_ra226@0,hbm:item.powder_ra226,镭-226粉,false
dustRadium226,1xitem.powder_ra226@0,hbm:item.powder_ra226,镭-226粉,false
dustRedPhosphorus,1xitem.powder_fire@0,hbm:item.powder_fire,火焰粉,false
dustRedbrass,1xitem.alloysdust@2,industrialupgrade:alloysdust,红铜粉,false
dustRedstone,1xitem.redstone@0,minecraft:redstone,红石,false
dustRedstone,1xitem.item.modingots@31,RotaryCraft:rotarycraft_item_modingots,Nether Redstone Dust,false
dustRedstoneAlloy,1xitem.dustUnknown@77,bcadditions:dust,能量粉,false
dustRefinedObsidian,1xitem.null@5,Mekanism:OtherDust,强化黑曜石粉,false
dustReiium,1xitem.powder_reiium@0,hbm:item.powder_reiium,雷恩粉,false
dustRubracium,1xitem.metal.item.fantasy.dust@8,Metallurgy:fantasy.dust,褐铜粉,false
dustRubracium,1xitem.dustUnknown@21,bcadditions:dust,能量粉,false
dustRutile,1xitem.aobd.dustRutile@0,aobd:dustRutile,金红石粉,false
dustSalt,1xitem.itemDusts@1024,clayium:itemDusts,盐,false
dustSalt,1xitem.Salt@0,FoodPlus:salt,盐,false
dustSalt,1xitem.dustSalt@0,Magneticraft:item.dustSalt,盐,false
dustSalt,1xitem.saltItem@0,harvestcraft:saltItem,盐,false
dustSalt,1xitem.Salt@0,Mekanism:Salt,盐,false
dustSalt,1xitem.item.powder@5,RotaryCraft:rotarycraft_item_powders,盐,false
dustSalt,1xitem.grccore.salt@0,Growthcraft:grccore.salt,盐,false
dustSaltpeter,1xitem.railcraft.dust@2,Railcraft:dust,硝石,false
dustSaltpeter,1xitem.thermalfoundation.material@17,ThermalFoundation:material,硝石,false
dustSaltpeter,1xitem.metal.item.utility.item@2,Metallurgy:utility.item,硝石,false
dustSaltpeter,1xitem.itemDusts@1041,clayium:itemDusts,硝石,false
dustSaltpeter,1xitem.item.modingots@20,RotaryCraft:rotarycraft_item_modingots,Saltpeter Dust,false
dustSaltpeter,1xitem.item.modingots@83,RotaryCraft:rotarycraft_item_modingots,Nether Saltpeter Dust,false
dustSaltpeter,1xitem.niter@0,hbm:item.niter,硝石粉,false
dustSaltpeter,1xitem.dustUnknown@64,bcadditions:dust,能量粉,false
dustSanguinite,1xitem.metal.item.nether.dust@9,Metallurgy:nether.dust,狱炎粉,false
dustSanguinite,1xitem.dustUnknown@38,bcadditions:dust,能量粉,false
dustSapphire,1xitem.SapphireDust@0,PracticalLogistics:SapphireDust,蓝宝石粉末,false
dustSchrabidate,1xitem.powder_schrabidate@0,hbm:item.powder_schrabidate,Sa酸铁粉,false
dustSchrabidium,1xitem.powder_schrabidium@0,hbm:item.powder_schrabidium,Sa326粉,false
dustShadowIron,1xitem.metal.item.nether.dust@1,Metallurgy:nether.dust,暗影铁粉,false
dustShadowIron,1xitem.dustUnknown@30,bcadditions:dust,能量粉,false
dustShadowSteel,1xitem.metal.item.nether.dust@10,Metallurgy:nether.dust,暗影钢粉,false
dustShadowSteel,1xitem.dustUnknown@39,bcadditions:dust,能量粉,false
dustSignalum,1xitem.thermalfoundation.material@42,ThermalFoundation:material,信素粉,false
dustSignalum,1xitem.dustUnknown@70,bcadditions:dust,能量粉,false
dustSilicon,1xitem.dust@3,libVulpes:libVulpesproductdust,硅 粉,false
dustSilicon,1xitem.itemDusts@14,clayium:itemDusts,硅粉,false
dustSilicon,1xitem.sharedItem@7696,Eln:Eln.sharedItem,硅粉,false
dustSiliconDioxide,1xic2.itemDust2@0,IC2:itemDust2,二氧化硅粉,false
dustSilicone,1xitem.itemDusts@1028,clayium:itemDusts,硅胶粉,false
dustSilver,1xitem.defeatedcrow.oreDust@3,DCsAppleMilk:defeatedcrow.oreDust,银粉,false
dustSilver,1xic2.itemDust@6,IC2:itemDust,银粉,false
dustSilver,1xitem.thermalfoundation.material@34,ThermalFoundation:material,银粉,false
dustSilver,1xitem.ImmersiveEngineering.metal@13,ImmersiveEngineering:metal,银粉,false
dustSilver,1xitem.metal.item.precious.dust@1,Metallurgy:precious.dust,银粉,false
dustSilver,1xitem.dust@14,industrialupgrade:iudust,银粉,false
dustSilver,1xitem.dust@6,Magneticraft:item.dust,银粉,false
dustSilver,1xitem.null@5,Mekanism:Dust,银粉,false
dustSilver,1xitem.dustUnknown@53,bcadditions:dust,能量粉,false
dustSodium,1xitem.itemDusts@11,clayium:itemDusts,钠粉,false
dustSoulSand,1xitem.item.powder@1,RotaryCraft:rotarycraft_item_powders,沥青砂,false
dustSoularium,1xitem.dustUnknown@81,bcadditions:dust,能量粉,false
dustSpinel,1xitem.dust@12,industrialupgrade:iudust,尖晶石粉,false
dustSr90,1xitem.powder_sr90@0,hbm:item.powder_sr90,锶-90粉,false
dustStarmetal,1xitem.aobd.dustStarmetal@0,aobd:dustStarmetal,Starmetal粉,false
dustSteel,1xitem.dust@6,libVulpes:libVulpesproductdust,钢 粉,false
dustSteel,1xitem.metal.item.base.dust@7,Metallurgy:base.dust,钢粉,false
dustSteel,1xitem.itemDusts@1536,clayium:itemDusts,钢粉,false
dustSteel,1xitem.null@1,Mekanism:OtherDust,钢粉,false
dustSteel,1xitem.powder_steel@0,hbm:item.powder_steel,钢粉,false
dustSteel,1xitem.dustUnknown@9,bcadditions:dust,能量粉,false
dustStone,1xic2.itemDust@9,IC2:itemDust,石粉,false
dustStrontium,1xitem.itemDusts@38,clayium:itemDusts,锶粉,false
dustStrontium,1xitem.powder_strontium@0,hbm:item.powder_strontium,锶粉,false
dustStrontium90,1xitem.powder_sr90@0,hbm:item.powder_sr90,锶-90粉,false
dustSugar,1xitem.sugar@0,minecraft:sugar,糖,false
dustSulfur,1xic2.itemDust@13,IC2:itemDust,硫粉,false
dustSulfur,1xitem.railcraft.dust@1,Railcraft:dust,硫磺,false
dustSulfur,1xitem.thermalfoundation.material@16,ThermalFoundation:material,硫磺,false
dustSulfur,1xitem.metal.item.utility.item@0,Metallurgy:utility.item,硫磺,false
dustSulfur,1xitem.itemDusts@16,clayium:itemDusts,硫磺,false
dustSulfur,1xitem.dustSulfur@0,Magneticraft:item.dustSulfur,硫粉,false
dustSulfur,1xitem.null@3,Mekanism:OtherDust,硫磺粉,false
dustSulfur,1xitem.item.modingots@48,RotaryCraft:rotarycraft_item_modingots,Sulfur Dust,false
dustSulfur,1xitem.item.modingots@76,RotaryCraft:rotarycraft_item_modingots,Nether Sulfur Dust,false
dustSulfur,1xitem.sulfur@0,hbm:item.sulfur,硫黄,false
dustSulfur,1xitem.dustUnknown@63,bcadditions:dust,能量粉,false
dustTantalum,1xitem.powder_tantalium@0,hbm:item.powder_tantalium,钽粉,false
dustTartarite,1xitem.metal.item.fantasy.dust@15,Metallurgy:fantasy.dust,熔火石粉,false
dustTartarite,1xitem.dustUnknown@28,bcadditions:dust,能量粉,false
dustTcAlloy,1xitem.powder_tcalloy@0,hbm:item.powder_tcalloy,锝-钢粉,false
dustTennessine,1xitem.powder_tennessine@0,hbm:item.powder_tennessine,Ts粉,false
dustTeslatite,1xitem.item.modingots@81,RotaryCraft:rotarycraft_item_modingots,Teslatite Dust,false
dustTh232,1xitem.powder_thorium@0,hbm:item.powder_thorium,钍粉,false
dustThermite,1xitem.thermite@0,advancedRocketry:item.thermite,Thermite,false
dustThorium,1xitem.dust@8,Magneticraft:item.dust,钍粉,false
dustThorium,1xitem.RawMaterials@7,ReactorCraft:reactorcraft_item_raw,钍粉,false
dustThorium,1xitem.item.modingots@84,RotaryCraft:rotarycraft_item_modingots,Thorium Dust,false
dustThorium,1xitem.powder_thorium@0,hbm:item.powder_thorium,钍粉,false
dustThorium232,1xitem.powder_thorium@0,hbm:item.powder_thorium,钍粉,false
dustTin,1xitem.dust@5,libVulpes:libVulpesproductdust,锡 粉,false
dustTin,1xitem.defeatedcrow.oreDust@1,DCsAppleMilk:defeatedcrow.oreDust,锡粉,false
dustTin,1xic2.itemDust@7,IC2:itemDust,锡粉,false
dustTin,1xitem.thermalfoundation.material@33,ThermalFoundation:material,锡粉,false
dustTin,1xitem.itemPowderIngot@4,EnderIO:itemPowderIngot,锡粉,false
dustTin,1xitem.metal.item.base.dust@1,Metallurgy:base.dust,锡粉,false
dustTin,1xitem.dust@3,Magneticraft:item.dust,锡粉,false
dustTin,1xitem.null@4,Mekanism:Dust,锡粉,false
dustTin,1xitem.dustUnknown@54,bcadditions:dust,能量粉,false
dustTinyAc227,1xitem.powder_actinium_tiny@0,hbm:item.powder_actinium_tiny,小撮锕粉,false
dustTinyActinium227,1xitem.powder_actinium_tiny@0,hbm:item.powder_actinium_tiny,小撮锕粉,false
dustTinyAdamantine,1xitem.aobd.dustTinyAdamantine@0,aobd:dustTinyAdamantine,小撮精金粉,false
dustTinyAlduorite,1xitem.aobd.dustTinyAlduorite@0,aobd:dustTinyAlduorite,小撮神秘蓝金粉,false
dustTinyAluminium,1xitem.aobd.dustTinyAluminium@0,aobd:dustTinyAluminium,小撮铝粉,false
dustTinyAmericium,1xitem.aobd.dustTinyAmericium@0,aobd:dustTinyAmericium,小撮Americium粉,false
dustTinyAsbestos,1xitem.aobd.dustTinyAsbestos@0,aobd:dustTinyAsbestos,小撮Asbestos粉,false
dustTinyAstralSilver,1xitem.aobd.dustTinyAstralSilver@0,aobd:dustTinyAstralSilver,小撮星银粉,false
dustTinyAtlarus,1xitem.aobd.dustTinyAtlarus@0,aobd:dustTinyAtlarus,小撮金钻粉,false
dustTinyAustralium,1xitem.aobd.dustTinyAustralium@0,aobd:dustTinyAustralium,小撮Australium粉,false
dustTinyBeryllium,1xitem.aobd.dustTinyBeryllium@0,aobd:dustTinyBeryllium,小撮Beryllium粉,false
dustTinyBoron,1xitem.powder_boron_tiny@0,hbm:item.powder_boron_tiny,小撮硼粉,false
dustTinyBronze,1xic2.itemDustSmall@8,IC2:itemDustSmall,小撮青铜粉,false
